Country,Year,Alcohol use disorders (%),Dim1,Dim1ValueCode
Indonesia,2016.0,0.650252,Spirits,ALCOHOLTYPE_SA_SPIRITS
Indonesia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Indonesia,2016.0,0.650252,Wine,ALCOHOLTYPE_SA_WINE
Indonesia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Iraq,2016.0,0.652618,Beer,ALCOHOLTYPE_SA_BEER
Iraq,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Iraq,2016.0,0.652618,Spirits,ALCOHOLTYPE_SA_SPIRITS
Iraq,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Iraq,2016.0,0.652618,Wine,ALCOHOLTYPE_SA_WINE
Iraq,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Israel,2016.0,0.500657,Beer,ALCOHOLTYPE_SA_BEER
Israel,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Israel,2016.0,0.500657,Spirits,ALCOHOLTYPE_SA_SPIRITS
Israel,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Israel,2016.0,0.500657,Wine,ALCOHOLTYPE_SA_WINE
Israel,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Italy,2016.0,0.464585,Beer,ALCOHOLTYPE_SA_BEER
Italy,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Italy,2016.0,0.464585,Spirits,ALCOHOLTYPE_SA_SPIRITS
Italy,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Italy,2016.0,0.464585,Wine,ALCOHOLTYPE_SA_WINE
Italy,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Jamaica,2016.0,1.437436,Beer,ALCOHOLTYPE_SA_BEER
Jamaica,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Jamaica,2016.0,1.437436,Spirits,ALCOHOLTYPE_SA_SPIRITS
Jamaica,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Jamaica,2016.0,1.437436,Wine,ALCOHOLTYPE_SA_WINE
Jamaica,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Japan,2016.0,0.579705,Beer,ALCOHOLTYPE_SA_BEER
Japan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Japan,2016.0,0.579705,Spirits,ALCOHOLTYPE_SA_SPIRITS
Japan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Japan,2016.0,0.579705,Wine,ALCOHOLTYPE_SA_WINE
Japan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Jordan,2016.0,0.657132,Beer,ALCOHOLTYPE_SA_BEER
Jordan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Jordan,2016.0,0.657132,Spirits,ALCOHOLTYPE_SA_SPIRITS
Jordan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Jordan,2016.0,0.657132,Wine,ALCOHOLTYPE_SA_WINE
Jordan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Kazakhstan,2016.0,3.451337,Beer,ALCOHOLTYPE_SA_BEER
Kazakhstan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Kazakhstan,2016.0,3.451337,Spirits,ALCOHOLTYPE_SA_SPIRITS
Kazakhstan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Kazakhstan,2016.0,3.451337,Wine,ALCOHOLTYPE_SA_WINE
Kazakhstan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Kenya,2016.0,1.248482,Beer,ALCOHOLTYPE_SA_BEER
Kenya,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Kenya,2016.0,1.248482,Spirits,ALCOHOLTYPE_SA_SPIRITS
Kenya,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Kenya,2016.0,1.248482,Wine,ALCOHOLTYPE_SA_WINE
Kenya,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Kiribati,2016.0,1.051966,Beer,ALCOHOLTYPE_SA_BEER
Kiribati,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Kiribati,2016.0,1.051966,Spirits,ALCOHOLTYPE_SA_SPIRITS
Kiribati,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Kiribati,2016.0,1.051966,Wine,ALCOHOLTYPE_SA_WINE
Kiribati,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Lebanon,2016.0,0.660091,Beer,ALCOHOLTYPE_SA_BEER
Lebanon,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Lebanon,2016.0,0.660091,Spirits,ALCOHOLTYPE_SA_SPIRITS
Lebanon,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Lebanon,2016.0,0.660091,Wine,ALCOHOLTYPE_SA_WINE
Lebanon,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Liberia,2016.0,0.949899,Beer,ALCOHOLTYPE_SA_BEER
Liberia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Liberia,2016.0,0.949899,Spirits,ALCOHOLTYPE_SA_SPIRITS
Liberia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Liberia,2016.0,0.949899,Wine,ALCOHOLTYPE_SA_WINE
Liberia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Luxembourg,2016.0,1.358456,Beer,ALCOHOLTYPE_SA_BEER
Luxembourg,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Luxembourg,2016.0,1.358456,Spirits,ALCOHOLTYPE_SA_SPIRITS
Luxembourg,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Luxembourg,2016.0,1.358456,Wine,ALCOHOLTYPE_SA_WINE
Luxembourg,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Madagascar,2016.0,1.509461,Beer,ALCOHOLTYPE_SA_BEER
Madagascar,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Madagascar,2016.0,1.509461,Spirits,ALCOHOLTYPE_SA_SPIRITS
Madagascar,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Madagascar,2016.0,1.509461,Wine,ALCOHOLTYPE_SA_WINE
Madagascar,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Malawi,2016.0,1.606335,Beer,ALCOHOLTYPE_SA_BEER
Malawi,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Malawi,2016.0,1.606335,Spirits,ALCOHOLTYPE_SA_SPIRITS
Malawi,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Malawi,2016.0,1.606335,Wine,ALCOHOLTYPE_SA_WINE
Malawi,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Malaysia,2016.0,0.644619,Beer,ALCOHOLTYPE_SA_BEER
Malaysia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Malaysia,2016.0,0.644619,Spirits,ALCOHOLTYPE_SA_SPIRITS
Malaysia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Malaysia,2016.0,0.644619,Wine,ALCOHOLTYPE_SA_WINE
Malaysia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Malta,2016.0,1.10931,Beer,ALCOHOLTYPE_SA_BEER
Malta,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Malta,2016.0,1.10931,Spirits,ALCOHOLTYPE_SA_SPIRITS
Malta,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Malta,2016.0,1.10931,Wine,ALCOHOLTYPE_SA_WINE
Malta,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Marshall Islands,2016.0,1.224377,Beer,ALCOHOLTYPE_SA_BEER
Marshall Islands,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Marshall Islands,2016.0,1.224377,Spirits,ALCOHOLTYPE_SA_SPIRITS
Marshall Islands,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Marshall Islands,2016.0,1.224377,Wine,ALCOHOLTYPE_SA_WINE
Marshall Islands,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Mauritius,2016.0,1.301878,Beer,ALCOHOLTYPE_SA_BEER
Mauritius,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Mauritius,2016.0,1.301878,Spirits,ALCOHOLTYPE_SA_SPIRITS
Mauritius,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Mauritius,2016.0,1.301878,Wine,ALCOHOLTYPE_SA_WINE
Mauritius,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Mongolia,2016.0,3.480955,Beer,ALCOHOLTYPE_SA_BEER
Mongolia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Mongolia,2016.0,3.480955,Spirits,ALCOHOLTYPE_SA_SPIRITS
Mongolia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Mongolia,2016.0,3.480955,Wine,ALCOHOLTYPE_SA_WINE
Mongolia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Morocco,2016.0,0.575041,Beer,ALCOHOLTYPE_SA_BEER
Morocco,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Morocco,2016.0,0.575041,Spirits,ALCOHOLTYPE_SA_SPIRITS
Morocco,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Morocco,2016.0,0.575041,Wine,ALCOHOLTYPE_SA_WINE
Morocco,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Mozambique,2016.0,1.703293,Beer,ALCOHOLTYPE_SA_BEER
Mozambique,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Mozambique,2016.0,1.703293,Spirits,ALCOHOLTYPE_SA_SPIRITS
Mozambique,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Mozambique,2016.0,1.703293,Wine,ALCOHOLTYPE_SA_WINE
Mozambique,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Myanmar,2016.0,0.870418,Beer,ALCOHOLTYPE_SA_BEER
Myanmar,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Myanmar,2016.0,0.870418,Spirits,ALCOHOLTYPE_SA_SPIRITS
Myanmar,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Myanmar,2016.0,0.870418,Wine,ALCOHOLTYPE_SA_WINE
Myanmar,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Namibia,2016.0,1.676714,Beer,ALCOHOLTYPE_SA_BEER
Namibia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Namibia,2016.0,1.676714,Spirits,ALCOHOLTYPE_SA_SPIRITS
Namibia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Namibia,2016.0,1.676714,Wine,ALCOHOLTYPE_SA_WINE
Namibia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Nicaragua,2016.0,2.055006,Beer,ALCOHOLTYPE_SA_BEER
Nicaragua,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Nicaragua,2016.0,2.055006,Spirits,ALCOHOLTYPE_SA_SPIRITS
Nicaragua,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Nicaragua,2016.0,2.055006,Wine,ALCOHOLTYPE_SA_WINE
Nicaragua,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Niger,2016.0,0.910718,Beer,ALCOHOLTYPE_SA_BEER
Niger,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Niger,2016.0,0.910718,Spirits,ALCOHOLTYPE_SA_SPIRITS
Niger,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Niger,2016.0,0.910718,Wine,ALCOHOLTYPE_SA_WINE
Niger,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Nigeria,2016.0,0.964779,Beer,ALCOHOLTYPE_SA_BEER
Nigeria,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Nigeria,2016.0,0.964779,Spirits,ALCOHOLTYPE_SA_SPIRITS
Nigeria,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Nigeria,2016.0,0.964779,Wine,ALCOHOLTYPE_SA_WINE
Nigeria,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Norway,2016.0,1.422242,Beer,ALCOHOLTYPE_SA_BEER
Norway,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Norway,2016.0,1.422242,Spirits,ALCOHOLTYPE_SA_SPIRITS
Norway,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Norway,2016.0,1.422242,Wine,ALCOHOLTYPE_SA_WINE
Norway,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Oman,2016.0,0.692908,Beer,ALCOHOLTYPE_SA_BEER
Oman,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Oman,2016.0,0.692908,Spirits,ALCOHOLTYPE_SA_SPIRITS
Oman,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Oman,2016.0,0.692908,Wine,ALCOHOLTYPE_SA_WINE
Oman,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Pakistan,2016.0,1.529349,Beer,ALCOHOLTYPE_SA_BEER
Pakistan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Pakistan,2016.0,1.529349,Spirits,ALCOHOLTYPE_SA_SPIRITS
Pakistan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Pakistan,2016.0,1.529349,Wine,ALCOHOLTYPE_SA_WINE
Pakistan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Panama,2016.0,1.410531,Beer,ALCOHOLTYPE_SA_BEER
Panama,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Panama,2016.0,1.410531,Spirits,ALCOHOLTYPE_SA_SPIRITS
Panama,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Panama,2016.0,1.410531,Wine,ALCOHOLTYPE_SA_WINE
Panama,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Paraguay,2016.0,2.371826,Beer,ALCOHOLTYPE_SA_BEER
Paraguay,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Paraguay,2016.0,2.371826,Spirits,ALCOHOLTYPE_SA_SPIRITS
Paraguay,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Paraguay,2016.0,2.371826,Wine,ALCOHOLTYPE_SA_WINE
Paraguay,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Peru,2016.0,1.433314,Beer,ALCOHOLTYPE_SA_BEER
Peru,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Peru,2016.0,1.433314,Spirits,ALCOHOLTYPE_SA_SPIRITS
Peru,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Peru,2016.0,1.433314,Wine,ALCOHOLTYPE_SA_WINE
Peru,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Philippines,2016.0,0.893111,Beer,ALCOHOLTYPE_SA_BEER
Philippines,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Philippines,2016.0,0.893111,Spirits,ALCOHOLTYPE_SA_SPIRITS
Philippines,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Philippines,2016.0,0.893111,Wine,ALCOHOLTYPE_SA_WINE
Philippines,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Portugal,2016.0,1.269966,Beer,ALCOHOLTYPE_SA_BEER
Portugal,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Portugal,2016.0,1.269966,Spirits,ALCOHOLTYPE_SA_SPIRITS
Portugal,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Portugal,2016.0,1.269966,Wine,ALCOHOLTYPE_SA_WINE
Portugal,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Saint Lucia,2016.0,1.905798,Beer,ALCOHOLTYPE_SA_BEER
Saint Lucia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Saint Vincent and the Grenadines,2016.0,2.225185,Beer,ALCOHOLTYPE_SA_BEER
Saint Vincent and the Grenadines,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Samoa,2016.0,1.11035,Beer,ALCOHOLTYPE_SA_BEER
Samoa,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Samoa,2016.0,1.11035,Spirits,ALCOHOLTYPE_SA_SPIRITS
Samoa,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Samoa,2016.0,1.11035,Wine,ALCOHOLTYPE_SA_WINE
Samoa,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
San Marino,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
San Marino,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
San Marino,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Sao Tome and Principe,2016.0,1.015514,Beer,ALCOHOLTYPE_SA_BEER
Sao Tome and Principe,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Sao Tome and Principe,2016.0,1.015514,Spirits,ALCOHOLTYPE_SA_SPIRITS
Sao Tome and Principe,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Sao Tome and Principe,2016.0,1.015514,Wine,ALCOHOLTYPE_SA_WINE
Sao Tome and Principe,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Senegal,2016.0,0.9211,Beer,ALCOHOLTYPE_SA_BEER
Senegal,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Senegal,2016.0,0.9211,Spirits,ALCOHOLTYPE_SA_SPIRITS
Senegal,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Senegal,2016.0,0.9211,Wine,ALCOHOLTYPE_SA_WINE
Senegal,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Serbia,2016.0,2.02404,Beer,ALCOHOLTYPE_SA_BEER
Serbia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Serbia,2016.0,2.02404,Spirits,ALCOHOLTYPE_SA_SPIRITS
Serbia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Serbia,2016.0,2.02404,Wine,ALCOHOLTYPE_SA_WINE
Serbia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Seychelles,2016.0,0.857306,Beer,ALCOHOLTYPE_SA_BEER
Seychelles,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Seychelles,2016.0,0.857306,Spirits,ALCOHOLTYPE_SA_SPIRITS
Seychelles,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Seychelles,2016.0,0.857306,Wine,ALCOHOLTYPE_SA_WINE
Seychelles,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Sierra Leone,2016.0,0.936256,Beer,ALCOHOLTYPE_SA_BEER
Sierra Leone,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Sierra Leone,2016.0,0.936256,Spirits,ALCOHOLTYPE_SA_SPIRITS
Sierra Leone,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Sierra Leone,2016.0,0.936256,Wine,ALCOHOLTYPE_SA_WINE
Sierra Leone,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Singapore,2016.0,0.487148,Beer,ALCOHOLTYPE_SA_BEER
Singapore,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Singapore,2016.0,0.487148,Spirits,ALCOHOLTYPE_SA_SPIRITS
Singapore,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Singapore,2016.0,0.487148,Wine,ALCOHOLTYPE_SA_WINE
Singapore,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
South Sudan,2016.0,1.5501,Beer,ALCOHOLTYPE_SA_BEER
South Sudan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
South Sudan,2016.0,1.5501,Spirits,ALCOHOLTYPE_SA_SPIRITS
South Sudan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
South Sudan,2016.0,1.5501,Wine,ALCOHOLTYPE_SA_WINE
South Sudan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Spain,2016.0,0.890794,Beer,ALCOHOLTYPE_SA_BEER
Spain,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Spain,2016.0,0.890794,Spirits,ALCOHOLTYPE_SA_SPIRITS
Spain,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Spain,2016.0,0.890794,Wine,ALCOHOLTYPE_SA_WINE
Spain,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Sri Lanka,2016.0,0.958813,Beer,ALCOHOLTYPE_SA_BEER
Sri Lanka,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Sri Lanka,2016.0,0.958813,Spirits,ALCOHOLTYPE_SA_SPIRITS
Sri Lanka,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Sri Lanka,2016.0,0.958813,Wine,ALCOHOLTYPE_SA_WINE
Sri Lanka,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Tajikistan,2016.0,2.199223,Beer,ALCOHOLTYPE_SA_BEER
Tajikistan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Tajikistan,2016.0,2.199223,Spirits,ALCOHOLTYPE_SA_SPIRITS
Tajikistan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Tajikistan,2016.0,2.199223,Wine,ALCOHOLTYPE_SA_WINE
Tajikistan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Thailand,2016.0,0.901656,Beer,ALCOHOLTYPE_SA_BEER
Thailand,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Thailand,2016.0,0.901656,Spirits,ALCOHOLTYPE_SA_SPIRITS
Thailand,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Thailand,2016.0,0.901656,Wine,ALCOHOLTYPE_SA_WINE
Thailand,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Trinidad and Tobago,2016.0,1.725929,Beer,ALCOHOLTYPE_SA_BEER
Trinidad and Tobago,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Trinidad and Tobago,2016.0,1.725929,Spirits,ALCOHOLTYPE_SA_SPIRITS
Trinidad and Tobago,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Trinidad and Tobago,2016.0,1.725929,Wine,ALCOHOLTYPE_SA_WINE
Trinidad and Tobago,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Turkmenistan,2016.0,2.579723,Beer,ALCOHOLTYPE_SA_BEER
Turkmenistan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Turkmenistan,2016.0,2.579723,Spirits,ALCOHOLTYPE_SA_SPIRITS
Turkmenistan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Turkmenistan,2016.0,2.579723,Wine,ALCOHOLTYPE_SA_WINE
Turkmenistan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Uganda,2016.0,1.294163,Beer,ALCOHOLTYPE_SA_BEER
Uganda,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Uganda,2016.0,1.294163,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uganda,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uganda,2016.0,1.294163,Wine,ALCOHOLTYPE_SA_WINE
Uganda,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Ukraine,2016.0,4.762349,Beer,ALCOHOLTYPE_SA_BEER
Ukraine,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Ukraine,2016.0,4.762349,Spirits,ALCOHOLTYPE_SA_SPIRITS
Ukraine,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Ukraine,2016.0,4.762349,Wine,ALCOHOLTYPE_SA_WINE
Ukraine,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Uzbekistan,2016.0,1.900334,Beer,ALCOHOLTYPE_SA_BEER
Uzbekistan,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Uzbekistan,2016.0,1.900334,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uzbekistan,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Uzbekistan,2016.0,1.900334,Wine,ALCOHOLTYPE_SA_WINE
Uzbekistan,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Vanuatu,2016.0,1.213489,Beer,ALCOHOLTYPE_SA_BEER
Vanuatu,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Vanuatu,2016.0,1.213489,Spirits,ALCOHOLTYPE_SA_SPIRITS
Vanuatu,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Vanuatu,2016.0,1.213489,Wine,ALCOHOLTYPE_SA_WINE
Vanuatu,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Zambia,2016.0,1.633095,Beer,ALCOHOLTYPE_SA_BEER
Zambia,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Zambia,2016.0,1.633095,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zambia,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zambia,2016.0,1.633095,Wine,ALCOHOLTYPE_SA_WINE
Zambia,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
Zimbabwe,2016.0,1.513269,Beer,ALCOHOLTYPE_SA_BEER
Zimbabwe,2016.0,,Beer,ALCOHOLTYPE_SA_BEER
Zimbabwe,2016.0,1.513269,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zimbabwe,2016.0,,Spirits,ALCOHOLTYPE_SA_SPIRITS
Zimbabwe,2016.0,1.513269,Wine,ALCOHOLTYPE_SA_WINE
Zimbabwe,2016.0,,Wine,ALCOHOLTYPE_SA_WINE
