IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,DMA,Dominica,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ROU,Romania,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2014,true,,,,,,,,,,,,,0,,,,,,0.000,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2014,true,,,,,,,,,,,,,0.02,,,,,,0.020,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ITA,Italy,Year,2014,true,,,,,,,,,,,,,0.36,,,,,,0.360,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2014,true,,,,,,,,,,,,,1.13,,,,,,1.126,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2014,true,,,,,,,,,,,,,1.14,,,,,,1.136,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2014,true,,,,,,,,,,,,,1.75,,,,,,1.745,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2014,true,,,,,,,,,,,,,10.48,,,,,,10.477,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2014,true,,,,,,,,,,,,,1017,,,,,,1017.263,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2014,true,,,,,,,,,,,,,102.1,,,,,,102.116,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2014,true,,,,,,,,,,,,,103.6,,,,,,103.608,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2014,true,,,,,,,,,,,,,110,,,,,,109.963,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,BEN,Benin,Year,2014,true,,,,,,,,,,,,,11.32,,,,,,11.321,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,NOR,Norway,Year,2014,true,,,,,,,,,,,,,1101,,,,,,1100.900,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2014,true,,,,,,,,,,,,,117.6,,,,,,117.578,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,FIN,Finland,Year,2014,true,,,,,,,,,,,,,128.3,,,,,,128.318,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2014,true,,,,,,,,,,,,,13.13,,,,,,13.126,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2014,true,,,,,,,,,,,,,13.51,,,,,,13.510,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2014,true,,,,,,,,,,,,,133,,,,,,132.972,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2014,true,,,,,,,,,,,,,14.43,,,,,,14.432,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2014,true,,,,,,,,,,,,,140.2,,,,,,140.224,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2014,true,,,,,,,,,,,,,140.7,,,,,,140.749,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2014,true,,,,,,,,,,,,,142.3,,,,,,142.285,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2014,true,,,,,,,,,,,,,15.13,,,,,,15.127,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,PAN,Panama,Year,2014,true,,,,,,,,,,,,,16.63,,,,,,16.633,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2014,true,,,,,,,,,,,,,16.83,,,,,,16.831,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2014,true,,,,,,,,,,,,,162.2,,,,,,162.220,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2014,true,,,,,,,,,,,,,17.12,,,,,,17.117,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2014,true,,,,,,,,,,,,,176.1,,,,,,176.142,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2014,true,,,,,,,,,,,,,19.37,,,,,,19.366,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2014,true,,,,,,,,,,,,,199.5,,,,,,199.505,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2014,true,,,,,,,,,,,,,2.14,,,,,,2.143,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2014,true,,,,,,,,,,,,,2.22,,,,,,2.215,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2014,true,,,,,,,,,,,,,2.78,,,,,,2.782,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2014,true,,,,,,,,,,,,,2.84,,,,,,2.835,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2014,true,,,,,,,,,,,,,201.7,,,,,,201.681,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2014,true,,,,,,,,,,,,,216.3,,,,,,216.306,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ISR,Israel,Year,2014,true,,,,,,,,,,,,,238.5,,,,,,238.465,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2014,true,,,,,,,,,,,,,238.5,,,,,,238.548,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,true,,,,,,,,,,,,,243.9,,,,,,243.947,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2014,true,,,,,,,,,,,,,25.48,,,,,,25.477,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2014,true,,,,,,,,,,,,,252.2,,,,,,252.226,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,BLZ,Belize,Year,2014,true,,,,,,,,,,,,,268.4,,,,,,268.426,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,CHL,Chile,Year,2014,true,,,,,,,,,,,,,27.78,,,,,,27.784,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2014,true,,,,,,,,,,,,,27.92,,,,,,27.922,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,EST,Estonia,Year,2014,true,,,,,,,,,,,,,274,,,,,,274.037,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2014,true,,,,,,,,,,,,,28.03,,,,,,28.033,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2014,true,,,,,,,,,,,,,3.23,,,,,,3.227,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2014,true,,,,,,,,,,,,,3.49,,,,,,3.489,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2014,true,,,,,,,,,,,,,3.5,,,,,,3.497,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ALB,Albania,Year,2014,true,,,,,,,,,,,,,32.4,,,,,,32.398,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2014,true,,,,,,,,,,,,,32.65,,,,,,32.645,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2014,true,,,,,,,,,,,,,35.56,,,,,,35.558,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2014,true,,,,,,,,,,,,,35.84,,,,,,35.836,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2014,true,,,,,,,,,,,,,350.6,,,,,,350.604,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,CZE,Czechia,Year,2014,true,,,,,,,,,,,,,369.1,,,,,,369.053,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2014,true,,,,,,,,,,,,,4.32,,,,,,4.319,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2014,true,,,,,,,,,,,,,4.75,,,,,,4.754,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2014,true,,,,,,,,,,,,,4.84,,,,,,4.840,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2014,true,,,,,,,,,,,,,40.28,,,,,,40.275,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2014,true,,,,,,,,,,,,,40.4,,,,,,40.404,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2014,true,,,,,,,,,,,,,41.89,,,,,,41.894,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2014,true,,,,,,,,,,,,,42.69,,,,,,42.693,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2014,true,,,,,,,,,,,,,42.81,,,,,,42.812,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2014,true,,,,,,,,,,,,,424,,,,,,424.032,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,BEL,Belgium,Year,2014,true,,,,,,,,,,,,,424.3,,,,,,424.320,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2014,true,,,,,,,,,,,,,44.67,,,,,,44.671,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2014,true,,,,,,,,,,,,,450.7,,,,,,450.667,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,GRD,Grenada,Year,2014,true,,,,,,,,,,,,,455.3,,,,,,455.298,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2014,true,,,,,,,,,,,,,48.94,,,,,,48.935,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2014,true,,,,,,,,,,,,,5.91,,,,,,5.907,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,HND,Honduras,Year,2014,true,,,,,,,,,,,,,52.47,,,,,,52.465,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,USA,United States of America,Year,2014,true,,,,,,,,,,,,,53.01,,,,,,53.010,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2014,true,,,,,,,,,,,,,535.5,,,,,,535.482,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,POL,Poland,Year,2014,true,,,,,,,,,,,,,539,,,,,,538.972,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,ESP,Spain,Year,2014,true,,,,,,,,,,,,,54.6,,,,,,54.604,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2014,true,,,,,,,,,,,,,549.2,,,,,,549.233,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,COL,Colombia,Year,2014,true,,,,,,,,,,,,,55.61,,,,,,55.610,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2014,true,,,,,,,,,,,,,56.7,,,,,,56.704,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2014,true,,,,,,,,,,,,,60,,,,,,59.999,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2014,true,,,,,,,,,,,,,6.3,,,,,,6.301,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2014,true,,,,,,,,,,,,,6.67,,,,,,6.668,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2014,true,,,,,,,,,,,,,6.78,,,,,,6.777,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2014,true,,,,,,,,,,,,,6.86,,,,,,6.860,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2014,true,,,,,,,,,,,,,63.18,,,,,,63.178,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2014,true,,,,,,,,,,,,,636.4,,,,,,636.394,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,LTU,Lithuania,Year,2014,true,,,,,,,,,,,,,680.4,,,,,,680.387,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2014,true,,,,,,,,,,,,,689.8,,,,,,689.786,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,GRC,Greece,Year,2014,true,,,,,,,,,,,,,69.05,,,,,,69.049,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,DEU,Germany,Year,2014,true,,,,,,,,,,,,,725.1,,,,,,725.126,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2014,true,,,,,,,,,,,,,73.58,,,,,,73.580,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2014,true,,,,,,,,,,,,,77.7,,,,,,77.701,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2014,true,,,,,,,,,,,,,771.3,,,,,,771.270,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AFR,Africa,Country,TGO,Togo,Year,2014,true,,,,,,,,,,,,,8.25,,,,,,8.251,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2014,true,,,,,,,,,,,,,8.44,,,,,,8.438,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,PER,Peru,Year,2014,true,,,,,,,,,,,,,8.59,,,,,,8.587,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2014,true,,,,,,,,,,,,,8.85,,,,,,8.846,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,WPR,Western Pacific,Country,CHN,China,Year,2014,true,,,,,,,,,,,,,85.95,,,,,,85.949,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,SMR,San Marino,Year,2014,true,,,,,,,,,,,,,88.5,,,,,,88.504,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2014,true,,,,,,,,,,,,,894.9,,,,,,894.885,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,LVA,Latvia,Year,2014,true,,,,,,,,,,,,,912.1,,,,,,912.052,,,EN,2015-07-07T04:00:00.000Z
MH_19,"Mental hospital admissions (per 100,000)",numeric,EUR,Europe,Country,FRA,France,Year,2014,true,,,,,,,,,,,,,985.4,,,,,,985.438,,,EN,2015-07-07T04:00:00.000Z
